CatalogNumber,Country,NearestPlace,Locality,Material,Function,Period,CDLI,OriginalNumber,Date,Genre,Lines,PrimaryPublication,Transliteration,ImageURIs
BC.025184,Iraq,Uruk (Warka),,clay,tablet,Early Neo-Babylonian,P311564,YBC 11390,$$U.NA.10.xx.xx,archival,"obv17, LoE3, rev12",unpublished,Eanna archive; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601305/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601306/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601307/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601308/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601309/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601310/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601311/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601312/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601313/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601314/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601315/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601316/format/3
BC.025185,Iraq,Babylon,,clay,tablet,Early Neo-Babylonian,P311565,YBC 11391,$$U.NA.02.6A.20,archival,"obv30, rev25+",unpublished,archive unknown; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601317/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601318/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601319/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601320/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601321/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601322/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601323/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601324/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601325/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601326/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601327/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601328/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601329/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601330/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601331/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601332/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601333/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601334/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601335/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601336/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601337/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601338/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601339/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601340/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601341/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601342/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601343/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601344/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601345/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601346/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601347/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601348/format/3
BC.025186,Iraq,Babylon,,clay,tablet,Early Neo-Babylonian,P289806,YBC 11392,KAN.NA.06.01.27,archival,"obv26, rev21","M. Ellis, TBC 1, No6 (C) (= JCS 36)",archive unknown; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601349/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601350/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601351/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601352/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601353/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601354/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601355/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601356/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601357/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601358/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601359/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601360/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601361/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601362/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601363/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601364/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601365/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601366/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601367/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601368/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601369/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601370/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601371/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601372/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601373/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601374/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601375/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601376/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601377/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601378/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601379/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601380/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601381/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601382/format/3
BC.025194,,,,clay,tablet,Early Neo-Babylonian,P311573,YBC 11400,KAN.NA.19.12.28,archival,"obv23, rev23",unpublished,archive unknown; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601383/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601384/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601385/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601386/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601387/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601388/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601389/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601390/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601391/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601392/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601393/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601394/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601395/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601396/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601397/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601398/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601399/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601400/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601401/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601402/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601403/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601404/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601405/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601406/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601407/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601408/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601409/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601410/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601411/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601412/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601413/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601414/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601415/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601416/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601417/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601418/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601419/format/3
BC.025197,Iraq,Nippur (Nuffar),,clay,tablet,Late Babylonian,P311576,YBC 11403,nd,canonical,"obv15, LoE3, rev14",unpublished,archive unknown,http://deliver.odai.yale.edu/content/repository/YPM/id/712801/format/3
BC.025198,Iraq,Babylon,,clay,tablet,Early Neo-Babylonian,P311577,YBC 11404,$$U.NA.19.10.05,archival,"obv19, rev21, UE2",unpublished,archive unknown; legal transaction; clause specifies that sale was made during time of famine under pressing circumstances (siege test),http://deliver.odai.yale.edu/content/repository/YPM/id/601420/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601421/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601422/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601423/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601424/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601425/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601426/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601427/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601428/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601429/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601430/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601431/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601432/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601433/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601434/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601435/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601436/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601437/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601438/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601439/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601440/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601441/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601442/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601443/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601444/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601445/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601446/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601447/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601448/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601449/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601450/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601451/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601452/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601453/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601454/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601455/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601456/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601457/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601458/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601459/format/3
BC.025201,,,,clay,tablet,Late Babylonian,P505897,YBC 11407,nd,canonical,obv 2 cols. (12 lines total); LoE 2 cols. (4 lines total); rev 1,"Frahm, Foster AV, 155-184 (C, T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712802/format/3
BC.025203,Iraq,Babylon,,clay,tablet,Early Neo-Babylonian,P311580,YBC 11409,KAN.NA.17.08.xx,archival,"obv9+, rev4+","M. Ellis, TBC 1, No18 (C) (= JCS 36)",archive unknown; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601460/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601461/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601462/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601463/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601464/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601465/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601466/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601467/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601468/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601469/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601470/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601471/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601472/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601473/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601474/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601475/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601476/format/3
BC.025208,Iraq,Uruk (Warka),,clay,tablet,Early Neo-Babylonian,P311585,YBC 11414,S$I.NA.00.11.06,archival,"obv10, LoE3, rev11, UE3","M. Ellis, TBC 1, No23 (C) (= JCS 36)",Eanna archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601477/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601478/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601479/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601480/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601481/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601482/format/3
BC.025222,Iraq,Babylon,,clay,tablet,Early Neo-Babylonian,P311599,YBC 11428,KAN.NA.21.02.06,archival,"obv9, LoE2, rev5","M. Ellis, TBC 1, No22 (C) (=JCS 36)",archive unknown; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601483/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601484/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601485/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601486/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601487/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601488/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601489/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601490/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601491/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601492/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601493/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601494/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601495/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601496/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601497/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601498/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601499/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601500/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601501/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601502/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601503/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601504/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601505/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601506/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601507/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601508/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601509/format/3
BC.025226,Iraq,Borsippa (Birs Nimrud),,clay,tablet,Early Achaemenid,P311603,YBC 11432,DAR1.AC.24.07.03,archival,"obv9, LoE1, rev9",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601510/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601511/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601512/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601513/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601514/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601515/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601516/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601517/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601518/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601519/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601520/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601521/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601522/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601523/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601524/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601525/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601526/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601527/format/3
BC.025245,,,,clay,tablet,Early Achaemenid,P311622,YBC 11451,DAR1.AC.25.03.28,archival,"obv9, LoE1, rev8, UE3, LeE2",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601528/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601529/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601530/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601531/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601532/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601533/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601534/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601535/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601536/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601537/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601538/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601539/format/3
BC.025270,Iraq,Uruk (Warka),,clay,tablet,Early Neo-Babylonian,P311646,YBC 11476,KAN.NA.19.6A.09,archival,"obv5, LoE2, rev4, UE1",unpublished,Eanna archive; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601540/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601541/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601542/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601543/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601544/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601545/format/3
BC.025274,Iraq,Uruk (Warka),,clay,tablet,Early Neo-Babylonian,P311650,YBC 11481,KAN.NA.19.6A.07,archival,"obv6, LoE2, rev5",unpublished,Eanna archive; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601546/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601547/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601548/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601549/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601550/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601551/format/3
BC.025338,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311714,YBC 11545,DAR1.AC.16.06.10,archival,"obv9, rev9",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601552/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601553/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601554/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601555/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601556/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601557/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601558/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601559/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601560/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601561/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601562/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601563/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601564/format/3
BC.025342,Iraq,Babylon,,clay,tablet,Hellenistic,P499163,YBC 11549,nd,archival,"obv12, rev6","Beaulieu, Fst Leichty (2006): 6-7 (T, Tr), 21-2 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/601565/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601566/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601567/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601568/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601569/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601570/format/3
BC.025359,Iraq,Uruk (Warka),,clay,tablet,Late Babylonian,P311734,YBC 11566,xx.xx.xx.xx.xx,archival,"obv31, rev27",unpublished,Eanna archive; administrative transaction; rev 56. an-na-a-ta qaq-qa-ra-a-ta $a2 45 LU2 GAL 50.ME$ ri-mut LUGAL 57. ul-tu KA2 ID2 LUGAL ul-tu mi-sir $a2 ana IGI $a2 E2.DINGIR 58. a-di! E2 LU2 GAL u2-re-e sab-tu,http://deliver.odai.yale.edu/content/repository/YPM/id/601571/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601572/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601573/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601574/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601575/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601576/format/3
BC.025360,Iraq,Babylon,,clay,tablet,Early Neo-Babylonian,P311735,YBC 11567,MB2.NA.02.6A.xx?,archival,"obv21+, rev20+",unpublished,archive unknown; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601577/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601578/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601579/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601580/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601581/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601582/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601583/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601584/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601585/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601586/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601587/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601588/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601589/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601590/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601591/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601592/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601593/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601594/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601595/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601596/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601597/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601598/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601599/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601600/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601601/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601602/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601603/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601604/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601605/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601606/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601607/format/3
BC.025361,Iraq,Borsippa (Birs Nimrud),,clay,tablet,Early Achaemenid,P311736,YBC 11568,XER.AC.20.01.05,archival,"obv10, rev11, UE3",unpublished,Tattannu archive; legal transaction; high officials,http://deliver.odai.yale.edu/content/repository/YPM/id/601608/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601609/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601610/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601611/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601612/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601613/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601614/format/3
BC.025365,,,,clay,tablet,Late Achaemenid,P311739,YBC 11572,ART.AC.07.02.08,archival,"obv12+, rev3+",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601615/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601616/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601617/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601618/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601619/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601620/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601621/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601622/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601623/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601624/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601625/format/3
BC.025374,Iraq,Uruk (Warka)?,,clay,tablet,Late Babylonian,P311748,YBC 11581,nd,archival,"obv5, LoE1, rev1",unpublished,Eanna archive (?); administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601626/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/601627/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601628/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601629/format/8
BC.025393,Iraq,Uruk (Warka),,clay,tablet,Early Achaemenid,P311759,YBC 11598,CYR.AC.05.03.02,archival,"obv9, LoE2, rev7",unpublished,Eanna archive; legal transaction; high officials,http://deliver.odai.yale.edu/content/repository/YPM/id/712803/format/3
BC.025397,Iraq,Borsippa (Birs Nimrud),Bit E$ri o o Tamirtu E$baram,clay,tablet,Early Achaemenid,P311763,YBC 11602,DAR1.AC.25.06.26,archival,"obv8, LoE2, rev8, UE1",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601630/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601631/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601632/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601633/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601634/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601635/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601636/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601637/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601638/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601639/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601640/format/3
